Review Id,Review Title,Reviewer ID,Writer ID,Feedback Type,Comment Text,Comment Date,Comment Word Count,Writer Helpfulness Rating,Instructor Endorsed,Revision Plan Count
1,Tagasiside kirjutamisülesande näidetele,242132,242020,likert explanation,,03/04/2022 11:37,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242132,242020,contextual comment,Praegu on hästi! Sisulõikudes võiks väited ehk rohkem sõnavabaduse ja vastutusega ära siduda ,03/04/2022 11:37,13,,, 
1,Tagasiside kirjutamisülesande näidetele,242506,242137,rating explanation,Tammsaare näide on kuidas täpsemalt sõnavabaduse ja vastutusega seotud?,02/04/2022 19:13,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242506,242137,likert explanation,"Islami ja Ukraina-Venemaa näitega võiks olla artikkel vms, et oleks konkreetsem.",02/04/2022 19:13,11,,, 
1,Tagasiside kirjutamisülesande näidetele,242506,242137,contextual comment,"Esimene plokk on hea teema, teine on väga aktuaalne-ka väga hea, kolmas on hetkel natukene segane. Muidu väga hea :)",02/04/2022 19:13,20,,, 
1,Tagasiside kirjutamisülesande näidetele,242506,242118,rating explanation,Mart Helme tuju ja arvamus muutused.,02/04/2022 19:08,6,,, 
1,Tagasiside kirjutamisülesande näidetele,242506,242118,likert explanation,Esimes ja teises lõigus ei olnud kahjuks konkreetset näidet.,02/04/2022 19:08,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242506,242118,contextual comment,"Esimeses lõigus: lisa täpsem näide ja laienda, kuidas mässud on vastutus. Teises lõigus: lisa täpsem näide ja leianeda, mida teha, et inimesed saaksid ja hakkaksid vastutust võtma? Kolmandas lõigus: Kuidas Mart Helme peaks oma sõnavõtu muutumise eest vastutust võtma? Muidu on täitsa hästi :)",02/04/2022 19:08,44,,, 
1,Tagasiside kirjutamisülesande näidetele,242503,243027,rating explanation,"Väga hea, korrektne ning põhjalik töö. Eelkõige meeldis avaliku elu tegelase olemise näide, antud teema on lai ja on millest kirjandis haarata. ",02/04/2022 17:30,22,,, 
1,Tagasiside kirjutamisülesande näidetele,242503,243027,likert explanation,Vajaminevad näited olemas ning on ka põhjalikult lahti kirjutatud. ,02/04/2022 17:30,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242503,242494,rating explanation,Kaks nõutud näidet olemas.,02/04/2022 17:27,4,,, 
1,Tagasiside kirjutamisülesande näidetele,242503,242494,likert explanation,Mõlemad näited on olemas. ,02/04/2022 17:27,4,,, 
1,Tagasiside kirjutamisülesande näidetele,242107,242425,rating explanation,,01/04/2022 19:06,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242107,242425,likert explanation,,01/04/2022 19:06,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242107,242025,rating explanation,,01/04/2022 19:05,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242107,242025,likert explanation,,01/04/2022 19:05,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242046,242063,rating explanation,"Soovitaksin esimese lõigu puhul välja tuua ka positiivse poole, mis on kuulsate inimeste jagataval infol. See võib luua teksti lugejale hea kontrasti ja võrdluse.  Teine näide jääb minu jaoks ausalt öeldes natukene segaseks, mistõttu ei oska ma hinnata selle õigsust.  Kolmandat lõiku soovitaksin natuke rohkem täpsustada.",01/04/2022 16:37,48,,, 
1,Tagasiside kirjutamisülesande näidetele,242046,242063,likert explanation,,01/04/2022 16:37,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242046,242003,rating explanation,"Ma pole kindel, aga minu arvates on esimene antud näide hea aga võibolla natukene liiga järsk antud väitele.  Mulle väga meeldib teise lõigu näide, milles on välja toodud Märt Koik, aga minu arvates võiks teise lõigu viimase lause täiesti ära jätta või siis rohkem lahti seletada. ",01/04/2022 16:34,47,,, 
1,Tagasiside kirjutamisülesande näidetele,242046,242003,likert explanation,,01/04/2022 16:34,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242025,242425,rating explanation,"Kenderi temaatika on ""libe"" tee ja väljakutsuv nagu oleks ka Salman Rushdie. Ühest küljest on ohtlik loomevabadust piirata. Teisalt on mõned teosed (""Saatanlikud värsid"") päädinud inimelude kaotustega. Kender on suur tükk, kui suudad ära kirjutada, siis tubli. ",31/03/2022 19:29,37,,, 
1,Tagasiside kirjutamisülesande näidetele,242025,242425,likert explanation,,31/03/2022 19:29,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242025,242425,contextual comment,"""kehtestada selge piir sõnavabaduse ning ühiskonna lõhestamise vahel"" – see on väga raske. Isegi ööl ja päeval ei ole selget piiri nagu öeldakse.
"" Keskerakonnast visati sõja põhjendamise tõttu poliitik välja; Väärate väljaütlemiste eest peab vastutama:"" Aga miks?Mis puutub viimasesse lõiku (Kallas), siis äkki mainida või arendada ka ajakirjanduse vastutust?",31/03/2022 19:29,49,,, 
1,Tagasiside kirjutamisülesande näidetele,242025,242107,rating explanation,"Teine lõik on huvitav, aga kuidas seostada seda vastutusega?",31/03/2022 19:19,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242025,242107,likert explanation,,31/03/2022 19:19,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242063,242046,rating explanation,"Väga hea, et on toodud positiivsed näited, mille peale ise ei tulnud.",31/03/2022 07:19,12,,, 
1,Tagasiside kirjutamisülesande näidetele,242063,242046,likert explanation,Näited on hästi seletatud ja põhjendatud.,31/03/2022 07:19,6,,, 
1,Tagasiside kirjutamisülesande näidetele,242063,242003,rating explanation,"Iga näite puhul tunnen küll, et esimene näide on paremini lahti mõtestatud kui teine ja ma ei tea, et kas see pidigi nii olema ja võib olla see ülesanne oli lihtsalt nii palju näiteid tuua kui meelde tuleb–kui ei siis teksti sisse ei panda tavaliselt kaks näidet ja need omavahel päris ei sobitud ka. Esimeses plokis Venamaa näide eriti ei toeta esimest poolt et võib olla ainult siis kui natuke rohkem oleks lahti seletatud.",31/03/2022 07:16,74,,, 
1,Tagasiside kirjutamisülesande näidetele,242063,242003,likert explanation,"teise ploki esimene näide on minumeelest rohkem järeldus näite kaudu kuid mitte päris näide, et see Marika Korolevi osa oleks võinud hoopis rohkem lahti seletada.",31/03/2022 07:16,25,,, 
1,Tagasiside kirjutamisülesande näidetele,242854,242853,rating explanation,,30/03/2022 18:50,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242854,242853,likert explanation,,30/03/2022 18:50,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242854,242660,rating explanation,,30/03/2022 18:49,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242854,242660,likert explanation,,30/03/2022 18:49,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242097,242277,rating explanation,"Näide ja väide on algselt head, aga tundub millegi poolt nõrk.",30/03/2022 14:01,11,,, 
1,Tagasiside kirjutamisülesande näidetele,242097,242277,likert explanation,Pole kaks näidet.,30/03/2022 14:01,3,,, 
1,Tagasiside kirjutamisülesande näidetele,242097,242088,rating explanation,Toodud näited on vägagi koha pärased,30/03/2022 13:58,6,,, 
1,Tagasiside kirjutamisülesande näidetele,242097,242088,likert explanation,,30/03/2022 13:58,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242494,243027,rating explanation,,30/03/2022 06:11,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242494,243027,likert explanation,"Mulle väga meeldis, et autor näitab oma mõtete kulgu. Väga mugav, et ta jagas kõiki osi. See annab tekstist selge arusaamise. ",30/03/2022 06:11,21,,, 
1,Tagasiside kirjutamisülesande näidetele,242494,242503,rating explanation,,30/03/2022 06:08,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242494,242503,likert explanation,"Väga täielik näide. Hästi kirjutatud ja üles ehitatud. Same näidata, kuidas autor oma mõtteid juhib ja neist räägib. Mulle väga meeldis, et toimub üleminek ühelt mõttelt teisele (kahest näitest). Siiski soovitaksin teksti väiksemaks ja veidi grupeeritumaks muuta. Seda on lihtsam lugeda. ",30/03/2022 06:08,41,,, 
1,Tagasiside kirjutamisülesande näidetele,242574,242622,rating explanation,"Näited on küll asjakohased, kuid veel ei ole ilmesta eriti just neid seoseid vastutuse ja sõnavabaduse vahel. Aga need oleks kergesti lisatavad vähemalt teise ja kolmandasse mõttekäiku.",28/03/2022 20:24,27,,, 
1,Tagasiside kirjutamisülesande näidetele,242574,242622,likert explanation,,28/03/2022 20:24,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242574,241908,rating explanation,"Esimene näide ei käi sõna- vaid tegutsemisvabaduse kohta. Ei puuduta kellegi õigust oma arvamuse avaldamisele ega ka sellega kaasnevat vastutust.  Teine näide on kõige relevantsem, kuigi vajaks täpsemaks muutmist.  Kolmas näide jällegi ei ole väga teemakohane, küll on mainitud, et sõnavabadus kätkeb ka vabadust mitte kõneleda, kuid edasi rändab mõte juba kuhugi mujale. Samas võib ka olla, et vajab lihtsalt selgemaks kirjutamist, et mõte esile tuleks.",28/03/2022 20:21,68,,, 
1,Tagasiside kirjutamisülesande näidetele,242574,241908,likert explanation,,28/03/2022 20:21,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242853,242854,rating explanation,"Esimene väide on aktuaalne ning sobib tekstiga. Teise näite puhul jääb natuke arusaamatuks, mida sa tahad lugejale edastada, selge väide puudub. See-eest ma näen, kuhu sa oma jutuga triivid, kuigi peaksid natuke spetsiifilisemaks minema ning pointi paremini välja tooma. Tõde ja õigus II osa näide ka päris kabe, isiklikult isegi kasutaks seda, kui sul tuleb mingi hea lahendus sellega. Üleüldiselt proovi väheke otsesem ja neutraalsem olla, et iga huviline su teksti mõistaks. Edu!",28/03/2022 15:44,73,,, 
1,Tagasiside kirjutamisülesande näidetele,242853,242854,likert explanation,,28/03/2022 15:44,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242853,242660,rating explanation,"Kõik on väga head näited. Kõikidest antud alateemadest saaks kujundada ladusa kirjandi. Oleks hea kui saaksid nt. 3. ja 5. näidet ning samuti ka 2. ja 4. näidet siduda, kuna need on olemuselt suhteliselt sarnased.",28/03/2022 15:37,35,,, 
1,Tagasiside kirjutamisülesande näidetele,242853,242660,likert explanation,,28/03/2022 15:37,0,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242622,rating explanation,mulle meeldib kõige rohkem 3. näide.,28/03/2022 15:22,6,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242622,likert explanation,jah on 3 näidet,28/03/2022 15:22,4,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242622,contextual comment,"et erakondadel on palju toetajaid, jälgijaid, ""uskujaid"", siis nende sõna on üle kõige, mis tähendab, et neil on võimu rahvast mõjutada",28/03/2022 15:22,21,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242622,contextual comment,"inimesed kardavad avalikult oma arvamust avaldada, sest kardavad teiste arvamust. kui suurema rahvaga midagi teha, siis on võimalus end välja vabandada.",28/03/2022 15:22,21,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242622,contextual comment,"taaskord hirm avalikkuse ees. vaja end kuidagi välja elada, aga ilma et oma sõnade eest tegelikult vastutuse võtaks.",28/03/2022 15:22,18,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242574,rating explanation,Pane järeldus ka lõppu ja ongi ilus lõik valmis.,28/03/2022 15:14,9,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242574,likert explanation,1 hea näide on olemas. ,28/03/2022 15:14,5,,, 
1,Tagasiside kirjutamisülesande näidetele,241908,242574,contextual comment,"Kellegi arvamus võib lihtsasti tekitada valeuudise, mis kipub mõjutama suuremat rahvast ka siis, kui tegelikust sündmust toimunud ei ole. Sõnavabaduse vastutus seisneb teiste arvamuse mõjutamises.",28/03/2022 15:14,25,,,1
1,Tagasiside kirjutamisülesande näidetele,242634,242471,rating explanation,Päris head väited ja nendele toodud näited on ka head ja täpsed.,28/03/2022 11:31,12,,, 
1,Tagasiside kirjutamisülesande näidetele,242634,242471,likert explanation,"Valdkonnad on tehtud ja näited on toodud, peamiselt keskendudes kuulsustele ja nende mõjule meedias.",28/03/2022 11:31,14,,, 
1,Tagasiside kirjutamisülesande näidetele,242634,242471,contextual comment,"Kõigi kohta on juba hea näide tehtud sellest, mis võivad ühiskonda mõjutada.",28/03/2022 11:31,12,,, 
1,Tagasiside kirjutamisülesande näidetele,242634,241890,rating explanation,"I lõik on hea väide selle kohta, et vabadusega kaasneb vastutus ja näiteks oli toodud Tõde ja õiguse II osa lõpus Indreku tegude tagajärg ja vastutus.",28/03/2022 11:22,26,,, 
1,Tagasiside kirjutamisülesande näidetele,242634,241890,likert explanation,Kõik vajalik on olemas ja näited on head ja väga täpselt annavad infot edasi. ,28/03/2022 11:22,14,,, 
1,Tagasiside kirjutamisülesande näidetele,242634,241890,contextual comment,"I lõik Näiteks võiksid inimesed olla rohkem tähelepanelikumad selle üle mis nad netis postitavad, sest seal on vastutuse võtmisega palju tegemist. II lõik Pole midagi lisada. III lõik Poliitikude sõna loeb tõepoolest palju tänapäeval, sellepärast nad võiksid rohkem ettevaatlikumad olla. ",28/03/2022 11:22,40,,, 
1,Tagasiside kirjutamisülesande näidetele,243177,241982,rating explanation,1. näide demonstreerib väga hästi sõnavabaduse kadumist Venemaal. ,28/03/2022 07:27,8,,, 
1,Tagasiside kirjutamisülesande näidetele,243177,241982,likert explanation,On olemas 3 näidet,28/03/2022 07:27,4,,, 
1,Tagasiside kirjutamisülesande näidetele,243177,241982,contextual comment,1. grupis tuuakse välja Putini käitumine ja tema vastutuse võtmine ning Vene kodanike õigus rääkida sõjast,28/03/2022 07:27,16,,, 
1,Tagasiside kirjutamisülesande näidetele,243177,241982,contextual comment,2. grupp seob EKRE agressiivse poliitika ja inimeste hirmu domineeriva organisatsiooni ees. Inimesed ei tunne ennast EKRE tegevuse suhtes turvaliselt.,28/03/2022 07:27,20,,, 
1,Tagasiside kirjutamisülesande näidetele,243177,241982,contextual comment,3. grupp seob mustanahaliste liikumise ja nende sõnavabaduse.,28/03/2022 07:27,8,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242854,rating explanation,Indrek Paas visati Mauruse koolist välja sest julges Jumala olemasolus kahelda.,27/03/2022 18:09,11,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242854,likert explanation,On olemas nii ühiskondlik näide kui ka mitu ilukirjanduslikku näidet.,27/03/2022 18:09,10,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242854,contextual comment,"Kui ühiskonnas puudub sõnavabadus, karistatakse/võetakse vastutusele inimesi lihtsalt teisiti mõtlemise pärast.",27/03/2022 18:09,11,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242660,242854,contextual comment,"Kui oma sõnavabadust ei  kasutata, ei vastuta küll millegi eest, aga kaotatakse oma tähtsus ühiskonnas.",27/03/2022 18:09,15,5,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242854,contextual comment,"Kui sõna ei ole vaba, siis karistatakse inimesi teisiti mõtlemise pärast.",27/03/2022 18:09,11,5,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242854,contextual comment,"Ma ei saa päris täpselt aru, kuidas see näide teemaga seotud on. :(",27/03/2022 18:09,13,3,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242660,242853,rating explanation,"Marika Koroleva juhtum, kus anonüümne netikommentaator määris netiavarustes näitleja nime ning solvas teda isiklikult kui ka perekonda. Kuna tegemist on ikkagi avaliku elutegelasega, siis ei lasknud Marika Koroleva sellel niiviisi minna ning läks sellega kohtusse, mille ta ka võitis ning kommentaator pidi ka valuraha maksma. Isegi kui nüüdsel ajal on võimalik anonüümselt sõna võtta, ei kao kuhugi sellega kaasnev vastutus.",27/03/2022 17:57,60,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242853,likert explanation,On olemas mitu head näited nii ühiskonnast kui meediast.,27/03/2022 17:57,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,Sõna ei ole piiramatult vaba: ühiskonnal on võimalik ebaeetiliselt käituvaid inimesi vastutusele võtta.,27/03/2022 17:57,13,,,1
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,"Valeinformatsioon kuulub ka sõnavabaduse alla, selle levitajad tavaliselt ise ei vastuta. Kannatavad inimesed, kes on sisuga seotud.",27/03/2022 17:57,17,,,1
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,"Sõjaolukorras ei ole ühegi osapoole info usaldusväärne. Sõnavabadust kasutatakse ära omakasuks. Vastutama hakatakse alles hiljem, kui ajad on rahulikumad.",27/03/2022 17:57,19,,,1
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,"Ma ei tea, kes on M.K. Ei oska kommenteerida sobivust.",27/03/2022 17:57,10,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,"Kui sõnavabadust kasutatakse ära kurjalt, siis vastutusele võetakse julmalt.",27/03/2022 17:57,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,"Mõjukate inimeste sõna ei ole nii vaba kui üldsusel, sest nende väljaütlemised omavad ühiskonnas suuremat kaalu ning võivad vallandada ebameeldivaid reaktsioone. Vastutus vajub laiali ning tõeline süüdlane võib karistamata jääda.",27/03/2022 17:57,30,,,1
1,Tagasiside kirjutamisülesande näidetele,242660,242853,contextual comment,"Internetis leviva informatsiooni suhtes peab skeptiline olema, sest selle õigsuse eest vastutavat isikut on väga raske määrata kui üldse.",27/03/2022 17:57,19,,, 
1,Tagasiside kirjutamisülesande näidetele,242687,243073,likert explanation,,27/03/2022 16:38,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242687,242275,likert explanation,,27/03/2022 16:38,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242483,242885,rating explanation,"Delfi näide vajaks ehk pisut täpsemat konteksti, hetkel tundub natuke laialivalguv. Blair White'i näide huvitav - vajaks ehk jällegi täpsustust, kas valeinfo levitamine oli tahtlik või tulenes see ignorantsusest?",27/03/2022 13:43,29,,, 
1,Tagasiside kirjutamisülesande näidetele,242483,242885,likert explanation,,27/03/2022 13:43,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242483,242885,contextual comment,"Mõlemad sisulõigud on üpris sarnased, kuid muidu täidavad ülesannet.",27/03/2022 13:43,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242483,206609,rating explanation,"Enesetapu näide võib eksamil liiga süngeks näiteks osutuda. Kui tahta kasutada peaks teadma ka tema nime - Heldin Nool.  Kivisaare näite kohta oleks vaja põhjendada selgemalt, miks see üle piiri oli.",27/03/2022 13:37,32,,, 
1,Tagasiside kirjutamisülesande näidetele,242483,206609,likert explanation,,27/03/2022 13:37,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242483,206609,contextual comment,"Esimene lõik otseselt seost ei käsitle, kuid mõtet edasi arendades võiks sealt midagi välja pigistada küll. Näiteks tõstatada küsimus, et kes siis vastutab, kui kiusaja sõnad viivad kiustava enesetapuni?",27/03/2022 13:37,29,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242654,rating explanation,"Meeldib näide, kus tuuakse poliita sisse - ,,Näiteks poliitikas ei saa kindlasti öelda kõike, mis pähe tuleb. Igat asja, mida seal öeldakse saab su enda vastu ära kasutada, paljud asjad võidakse rebida ka kontekstist välja.’’",26/03/2022 18:46,35,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242654,likert explanation,"Näited On olemas, aga võiks olla konkreetsed näited. Kas tead mõnda poliitikut, kelle väljaütlemistest on midagi ,,välja rebitud’’ ning tema vastu ära kasutatud? Soovitus: jälgi ,,sina,, vormi. Kirjandis pole see hea.",26/03/2022 18:46,31,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242654,contextual comment,"Inimesel on õigus sõnavabadusele, kuid kui lähed üle piiri, lasub sul vastutus.",26/03/2022 18:46,12,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242488,rating explanation,Kolmas meeldib kõige rohkem. Parem oleks välja tuua konkreetne kollane ajakirjandus. Valikut õnneks on.,26/03/2022 18:39,14,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242488,likert explanation,Kõik vajalikud näited on olemas.,26/03/2022 18:39,5,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242488,contextual comment,"Ollakse julged kellegi mainet kahjustama, aga keegi süüd tihtilugu omaks ei võta - vaikitakse maha.",26/03/2022 18:39,15,,, 
1,Tagasiside kirjutamisülesande näidetele,242082,242488,contextual comment,Paljud isikud on väga julged oma nime alt arvamust avaldama.,26/03/2022 18:39,10,,, 
1,Tagasiside kirjutamisülesande näidetele,242882,242143,rating explanation,,26/03/2022 17:08,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242882,242143,likert explanation,,26/03/2022 17:08,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242882,242135,rating explanation,,26/03/2022 17:07,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242882,242135,likert explanation,Ülihea,26/03/2022 17:07,1,,, 
1,Tagasiside kirjutamisülesande näidetele,242095,242323,rating explanation,Näited olid põhjalikult läbi mõeldud ning väga huvitavad.,25/03/2022 19:11,8,,, 
1,Tagasiside kirjutamisülesande näidetele,242095,242323,likert explanation,"Tekstis oli rohkem, kui kaks näidet ning need vastasid kriteeriumile.",25/03/2022 19:11,10,,, 
1,Tagasiside kirjutamisülesande näidetele,242095,242062,rating explanation,"Väide 1 ja väide 3 on omavahel väga sarnased. Võib-olla on asi selles, et ma pole nende näidetega lähemalt tutvunud. Muidu meeldis mulle töö väga.",25/03/2022 18:59,25,,, 
1,Tagasiside kirjutamisülesande näidetele,242095,242062,likert explanation,Tekstid on olemas isegi kolm näidet ja need sobivad küsitatuga hästi.,25/03/2022 18:59,11,,, 
1,Tagasiside kirjutamisülesande näidetele,241982,243377,rating explanation,Väited on head aga ei ole konkreetseid näiteid. Konkreetsetele näidetele saab teha faktikontrolli!,25/03/2022 14:55,13,,, 
1,Tagasiside kirjutamisülesande näidetele,241982,243377,likert explanation,Tekstis on mainitud teemad aga ei ole toodud kindlat näidet.,25/03/2022 14:55,10,,, 
1,Tagasiside kirjutamisülesande näidetele,241982,243377,contextual comment,1) Siia saaks sisse tuua vihakõne keelu ja näited sellest valdkonnast.,25/03/2022 14:55,11,,, 
1,Tagasiside kirjutamisülesande näidetele,241982,243377,contextual comment,"2) Konkreetsed näited, netikonstaabel, peaasi ja mingid kiusamisabi osutavad asutustest.",25/03/2022 14:55,10,,, 
1,Tagasiside kirjutamisülesande näidetele,241982,243377,contextual comment,2 ja 3 näide/väide üpris sarnased aga 3  saaks tuua juurde vaimse tervise ning hiljem julgus enda viga tunnistada,25/03/2022 14:55,19,,, 
